Fecha,Producto,Cantidad,Precio,Ciudad,Cliente,Total
2025-01-07,Teclado,3,1275.89,Guadalajara,Concepción Canales,3827.67
2025-03-28,Impresora,9,355.9,Ciudad de México,Sofía Collazo,3203.1
2024-08-21,Cámara,5,994.49,Querétaro,Octavio Gonzalo Garrido Angulo,4972.45
2025-03-26,Audífonos,9,1118.63,Monterrey,Dr. Patricio Munguía,10067.670000000002
2025-02-01,Cámara,9,1147.98,Ciudad de México,Lic. Amador Cabán,10331.82
2025-04-05,Audífonos,6,401.79,Ciudad de México,Enrique Aurora Farías,2410.7400000000002
2024-10-27,Smartphone,5,1541.52,Cancún,Eric Julio César Gaona Molina,7707.6
2025-04-13,Mouse,4,1392.16,Guadalajara,Itzel Serna Olivares,5568.64
2025-06-06,Monitor,8,1157.29,Querétaro,Margarita Páez,9258.32
2024-11-26,Cámara,6,829.32,Puebla,Maximiliano Grijalva,4975.92
2024-09-19,Mouse,1,1658.73,Toluca,Marcela Hernán Escalante Frías,1658.73
2024-12-15,Cámara,10,1696.73,Monterrey,Aldo Luis Miguel Ramírez,16967.3
2025-07-01,Impresora,6,494.57,Monterrey,Sr(a). Homero Ferrer,2967.42
2025-06-11,Laptop,1,1542.6,Guadalajara,Víctor Timoteo Ocasio Pedroza,1542.6
2025-01-16,Cámara,9,325.44,Querétaro,Pablo Norma Terrazas,2928.96
2025-06-02,Audífonos,7,1499.09,Cancún,Lic. Úrsula Verdugo,10493.63
2025-07-05,Cámara,3,522.6,Cancún,Isabel Patiño del Valle,1567.8000000000002
2025-04-16,Smartphone,1,708.85,Toluca,Mario Zayas Raya,708.85
2025-05-14,Monitor,7,1241.84,Puebla,Abigail Dueñas Torres,8692.88
2025-07-11,Teclado,1,690.86,Cancún,Débora Estefanía Rodrígez,690.86
2025-06-02,Audífonos,4,597.88,Guadalajara,Óscar Tomás Navarrete,2391.52
2025-04-01,Teclado,9,519.07,Cancún,Ing. Jesús Casárez,4671.63
2024-11-07,Teclado,1,444.3,Toluca,Armando Gustavo Ocasio,444.3
2025-07-09,Tablet,3,189.74,Monterrey,Karina Vanesa Almanza,569.22
2024-11-23,Impresora,4,1690.68,Puebla,Hermelinda Elisa Maya Gamboa,6762.72
2025-05-19,Monitor,8,506.43,Guadalajara,Abraham Salas Cepeda,4051.44
2024-12-30,Tablet,9,1818.42,Toluca,Sr(a). Amelia Madrigal,16365.78
2025-02-25,Smartphone,4,668.74,Querétaro,Sr(a). Aldo Cuellar,2674.96
2024-09-02,Monitor,4,265.55,Querétaro,Andrea Hernández Collado,1062.2
2024-09-15,Monitor,3,681.22,Monterrey,Eugenia Espino Méndez,2043.66
2024-12-25,Teclado,10,748.34,Ciudad de México,José Carlos María José Vergara Matías,7483.400000000001
2025-01-16,Laptop,2,959.89,Querétaro,Lic. Renato Palomino,1919.78
2025-07-11,Tablet,6,1082.07,Cancún,Jerónimo Valdés Borrego,6492.42
2024-09-30,Tablet,9,667.08,Guadalajara,Francisco Javier Omar Cornejo Iglesias,6003.72
2024-10-04,Impresora,9,1722.35,Querétaro,Sessa Sara Ramón Sierra,15501.15
2024-09-16,Laptop,1,1222.38,Monterrey,Espartaco Asunción Melgar Villagómez,1222.38
2024-08-31,Teclado,7,439.1,Cancún,Inés Treviño Serna,3073.7000000000003
2025-01-19,Cámara,2,556.74,Monterrey,Sara Uriel Figueroa,1113.48
2024-12-04,Cámara,8,1714.62,Guadalajara,Mateo Esmeralda Llamas,13716.96
2025-05-10,Smartphone,7,464.35,Cancún,Diego Hermelinda Guillen,3250.4500000000003
2024-10-24,Laptop,8,312.6,Cancún,Luz Mitzy Segovia Vela,2500.8
2025-05-06,Tablet,1,1506.89,Ciudad de México,Zeferino Amanda Loera Preciado,1506.89
2024-09-14,Impresora,7,1621.72,Puebla,Citlali Úrsula Alvarez Corrales,11352.04
2024-09-03,Impresora,9,743.82,Cancún,Francisco Javier Zayas Flores,6694.38
2024-11-09,Monitor,9,1782.43,Querétaro,Rosario Arcelia Guardado Mota,16041.87
2025-02-13,Monitor,10,1097.47,Ciudad de México,Ariadna Ramírez,10974.7
2025-07-22,Audífonos,5,635.77,Monterrey,Darío Santiago Sisneros,3178.85
2025-03-16,Smartphone,8,260.35,Monterrey,Jerónimo Lozada Quesada,2082.8
2025-01-31,Mouse,2,923.71,Querétaro,Paulina Valadez Terán,1847.42
2025-08-02,Teclado,10,455.29,Querétaro,Mario Isaac Villegas,4552.900000000001
2024-10-15,Laptop,9,571.68,Puebla,Maximiliano Samaniego,5145.12
2025-01-14,Monitor,1,1101.45,Guadalajara,Joaquín Emilia Perales,1101.45
2024-10-13,Audífonos,5,565.79,Cancún,Camila Vásquez Carrión,2828.95
2024-11-27,Teclado,7,428.38,Monterrey,José Luis Helena Ceballos Carbajal,2998.66
2024-12-04,Cámara,8,1868.62,Querétaro,Mtro. Magdalena Trejo,14948.96
2025-07-04,Cámara,2,1944.36,Puebla,Aida Gallegos Angulo,3888.72
2025-04-26,Audífonos,4,1546.18,Cancún,Aida Paola Paz Alonso,6184.72
2025-05-30,Audífonos,6,169.77,Ciudad de México,Raúl Merino Montaño,1018.6200000000001
2025-01-22,Audífonos,10,995.11,Cancún,Bianca Violeta Mena,9951.1
2025-03-09,Monitor,4,1963.97,Guadalajara,Julio César Aurelio Cortez,7855.88
2025-01-16,Impresora,6,1866.33,Guadalajara,Horacio Pelayo Prado,11197.98
2024-10-31,Laptop,4,498.94,Toluca,Itzel Alonso Cabán,1995.76
2025-02-14,Smartphone,4,1043.76,Cancún,Gonzalo Cavazos Villanueva,4175.04
2025-05-16,Audífonos,5,1816.64,Toluca,Bruno Riojas Verduzco,9083.2
2025-06-09,Mouse,7,1644.34,Monterrey,Hilda Renato Longoria Almaraz,11510.38
2024-08-27,Smartphone,3,1442.05,Toluca,Ruby Rojo,4326.15
2025-01-29,Smartphone,4,224.9,Ciudad de México,Emilio Sotelo,899.6
2024-09-01,Monitor,6,975.54,Ciudad de México,Silvia Julia Ávalos Alba,5853.24
2025-06-11,Monitor,7,565.27,Monterrey,Noemí Carlota Barraza Iglesias,3956.89
2025-06-27,Tablet,7,384.25,Toluca,Bruno Manuel Avilés Anguiano,2689.75
2025-01-27,Cámara,7,649.63,Toluca,Virginia Adela Frías,4547.41
2024-10-19,Tablet,10,1808.56,Guadalajara,Óscar Berta Ortiz Archuleta,18085.6
2025-04-24,Audífonos,3,1291.06,Toluca,Hernán Peña,3873.18
2025-02-01,Teclado,6,812.91,Cancún,Patricia Guadalupe Cordero,4877.46
2025-01-21,Audífonos,1,604.97,Cancún,Jacinto Menéndez,604.97
2025-08-03,Teclado,8,219.62,Querétaro,Bruno Lomeli Oquendo,1756.96
2025-04-17,Laptop,4,313.81,Cancún,Juan Leonardo Segura Herrera,1255.24
2024-11-07,Mouse,1,1629.69,Querétaro,Esparta José Luis Lozano Gastélum,1629.69
2024-11-26,Impresora,7,1217.9,Puebla,Paola Fernando Villanueva,8525.300000000001
2025-05-07,Teclado,2,1712.22,Guadalajara,Pascual Verónica Pineda Galarza,3424.44
2024-08-08,Cámara,3,949.4,Monterrey,Irene Garica,2848.2
2024-12-06,Tablet,5,1475.62,Querétaro,Sandra Alma Escobar,7378.099999999999
2024-11-24,Audífonos,7,1748.17,Puebla,Marisol Corrales Esquivel,12237.19
2024-11-24,Monitor,1,1464.21,Monterrey,Arcelia Mauricio Brito,1464.21
2024-08-16,Monitor,6,1319.88,Querétaro,Luis Lilia Díaz Escobar,7919.280000000001
2025-01-15,Monitor,5,1692.97,Puebla,Esmeralda Paredes Olivárez,8464.85
2025-05-02,Tablet,6,811.55,Guadalajara,Caridad Jimínez,4869.299999999999
2024-12-29,Laptop,5,892.81,Monterrey,Ignacio Méndez Benavides,4464.049999999999
2024-10-14,Mouse,4,363.8,Puebla,Perla Campos Santana,1455.2
2025-06-30,Tablet,1,1694.82,Cancún,Teresa Saiz,1694.82
2024-12-26,Cámara,8,1636.18,Monterrey,Ana Clara Rivas Villarreal,13089.44
2025-07-12,Cámara,4,1926.7,Cancún,Sr(a). Mercedes Portillo,7706.8
2024-08-21,Teclado,10,396.09,Querétaro,Gustavo Quiñónez Meza,3960.8999999999996
2025-03-26,Impresora,9,377.07,Querétaro,Marco Antonio Reynoso,3393.63
2024-12-20,Monitor,6,1480.52,Guadalajara,Estela Reséndez,8883.119999999999
2025-05-30,Impresora,1,814.68,Cancún,Anabel Hermelinda Pantoja Espinal,814.68
2025-07-10,Monitor,2,747.18,Guadalajara,Emiliano Montenegro Mireles,1494.36
2025-05-20,Mouse,8,1995.35,Monterrey,Itzel Porfirio Corrales Tórrez,15962.8
2025-04-14,Smartphone,2,1697.31,Monterrey,Sr(a). Fabiola Briseño,3394.62
2024-08-26,Tablet,6,311.99,Guadalajara,Genaro María Cristina Regalado,1871.94
2024-12-05,Teclado,4,523.28,Toluca,Ing. Rosalia Partida,2093.12
2025-08-03,Monitor,10,1781.21,Cancún,Juan Carlos Arroyo Lovato,17812.1
2025-01-08,Audífonos,2,1601.55,Ciudad de México,Amalia Arreola,3203.1
2025-03-23,Teclado,2,344.49,Monterrey,Aida Isaac Ferrer Carrera,688.98
2025-07-19,Laptop,7,1134.35,Querétaro,Gerardo Alcala,7940.449999999999
2025-04-06,Audífonos,10,566.66,Puebla,Sr(a). Estefanía Medrano,5666.599999999999
2024-08-15,Smartphone,8,760.22,Cancún,Ernesto Guerrero Puente,6081.76
2025-01-20,Monitor,8,323.82,Monterrey,Clara Gastélum Sarabia,2590.56
2024-09-20,Mouse,2,721.68,Monterrey,Espartaco Samaniego,1443.36
2025-04-06,Teclado,5,448.96,Guadalajara,Daniela María Elena Munguía,2244.7999999999997
2024-08-28,Laptop,9,1075.67,Querétaro,Zoé Jacobo Jimínez Valverde,9681.03
2025-05-26,Laptop,7,1132.6,Guadalajara,Santiago Raúl Rentería Dueñas,7928.199999999999
2024-10-28,Mouse,5,318.52,Guadalajara,Mtro. Silvano Valenzuela,1592.6
2025-07-05,Monitor,7,193.0,Cancún,Mtro. Gonzalo Soria,1351.0
2024-09-07,Smartphone,10,1458.17,Ciudad de México,Barbara Quesada Valdés,14581.7
2025-05-10,Audífonos,6,211.87,Toluca,Sofía Aguirre,1271.22
2024-11-30,Teclado,4,1271.82,Ciudad de México,Carolina de la Torre Saldivar,5087.28
2024-12-23,Teclado,5,1833.72,Monterrey,Juana Briones Elizondo,9168.6
2024-08-25,Smartphone,3,367.89,Ciudad de México,Miriam Roberto Sosa,1103.67
2024-10-25,Audífonos,9,1898.59,Guadalajara,Armando Bernardo Camarillo Salgado,17087.309999999998
2025-04-10,Tablet,6,1151.69,Ciudad de México,Mtro. Adalberto Montes,6910.14
2025-05-21,Tablet,4,820.11,Cancún,Julio Villegas Granados,3280.44
2025-01-04,Audífonos,5,1001.37,Guadalajara,Conchita Ernesto Saldivar,5006.85
2024-10-07,Tablet,8,651.77,Toluca,Mitzy Calderón Gastélum,5214.16
2024-09-08,Tablet,2,1796.09,Monterrey,Soledad Sisneros Báez,3592.18
2024-10-26,Smartphone,8,864.17,Monterrey,Flavio Ruby Loya,6913.36
2024-09-12,Audífonos,1,1348.9,Querétaro,Paola Cisneros,1348.9
2025-03-25,Mouse,3,1082.78,Monterrey,Beatriz Abreu,3248.34
2024-08-30,Teclado,6,975.41,Puebla,Carolina Zaragoza Berríos,5852.46
2024-10-27,Impresora,3,1638.69,Guadalajara,Mtro. Silvia Marrero,4916.07
2024-11-14,Laptop,2,1744.63,Querétaro,Luis Miguel Collado,3489.26
2024-12-10,Impresora,4,789.42,Puebla,Rebeca Olga Macías Olivas,3157.68
2024-09-29,Laptop,10,295.32,Cancún,Hugo Limón,2953.2
2025-06-06,Monitor,9,1736.38,Querétaro,Pilar Sepúlveda Partida,15627.420000000002
2025-04-03,Tablet,8,774.16,Guadalajara,Omar Pascual Zúñiga Figueroa,6193.28
2024-08-17,Smartphone,5,1038.64,Querétaro,Guadalupe Germán Alva,5193.200000000001
2024-09-12,Impresora,5,366.07,Guadalajara,Hugo Mares,1830.35
2025-07-22,Smartphone,10,646.43,Monterrey,Marco Antonio Mariana Espino Molina,6464.299999999999
2024-10-10,Smartphone,1,613.29,Guadalajara,Ernesto Hilda Valdivia,613.29
2025-01-29,Tablet,2,195.21,Querétaro,Fernando Alfredo Ochoa,390.42
2024-08-12,Tablet,3,471.86,Toluca,Dolores Espino,1415.58
2025-02-03,Audífonos,5,698.21,Guadalajara,José María Asunción Ruelas Marrero,3491.05
2024-12-04,Teclado,5,805.39,Monterrey,Lorena Juana Almaraz,4026.95
2024-10-29,Cámara,2,318.21,Guadalajara,Araceli Mata,636.42
2024-10-05,Smartphone,1,1735.3,Puebla,Celia de la O,1735.3
2025-05-31,Smartphone,4,343.53,Guadalajara,Salma Gabriela Saldivar,1374.12
2025-04-11,Monitor,2,618.33,Toluca,José Vanesa Zedillo Orozco,1236.66
2025-04-23,Teclado,3,429.48,Querétaro,Gabino Escalante,1288.44
2025-08-01,Laptop,7,116.32,Monterrey,Ing. Alberto Trujillo,814.24
2025-03-15,Monitor,7,672.73,Guadalajara,Leonardo Lozano Molina,4709.110000000001
2025-03-13,Smartphone,7,1508.34,Puebla,Clara Amalia Rubio,10558.38
2024-10-26,Cámara,9,1090.81,Cancún,Aldonza Martha Contreras Apodaca,9817.289999999999
2024-09-06,Audífonos,8,1719.58,Monterrey,Ing. Jerónimo Padrón,13756.64
2025-07-29,Tablet,2,891.51,Monterrey,Octavio Maldonado,1783.02
2024-08-20,Mouse,4,504.88,Puebla,Mtro. José Preciado,2019.52
2025-04-18,Mouse,2,1414.05,Querétaro,Dr. Salma Cavazos,2828.1
2025-05-17,Smartphone,10,1968.88,Monterrey,Miguel Ángel Ozuna,19688.800000000003
2025-07-19,Laptop,2,1739.84,Monterrey,Modesto Nicolás Manzanares Núñez,3479.68
2025-02-12,Mouse,3,982.02,Ciudad de México,Gregorio Rincón,2946.06
2024-10-16,Mouse,5,1282.05,Puebla,Ing. Carla Olivárez,6410.25
2024-10-20,Impresora,5,680.86,Querétaro,Sr(a). Nancy Saavedra,3404.3
2025-03-25,Smartphone,8,845.19,Monterrey,Mtro. Ernesto Henríquez,6761.52
2025-07-30,Monitor,5,516.04,Puebla,Cristobal Paulina Sanabria Montes,2580.2
2024-08-17,Laptop,2,527.58,Guadalajara,Gregorio Carlos Solorio,1055.16
2025-03-15,Monitor,6,387.57,Toluca,Mtro. Eva Frías,2325.42
2025-07-08,Laptop,4,1439.38,Querétaro,Socorro Collado Carrasco,5757.52
2025-02-02,Smartphone,3,1549.97,Puebla,Mtro. Abelardo Roldán,4649.91
2025-07-28,Audífonos,7,1357.69,Querétaro,Lic. Gerardo Gálvez,9503.83
2025-03-08,Laptop,6,1788.21,Guadalajara,Bernabé Marisela Muñiz Carrión,10729.26
2024-08-21,Mouse,1,1274.69,Puebla,Margarita Estévez Galván,1274.69
2025-02-11,Monitor,4,869.75,Monterrey,Lic. Andrés Trujillo,3479.0
2025-06-25,Cámara,3,135.98,Guadalajara,Concepción Gaitán Ornelas,407.93999999999994
2024-10-29,Tablet,7,1217.17,Ciudad de México,Cristobal Domínguez Ibarra,8520.19
2024-10-15,Impresora,5,360.39,Ciudad de México,Salvador de la Fuente Quesada,1801.9499999999998
2025-01-26,Monitor,9,1945.95,Monterrey,Cristina Meléndez,17513.55
2025-02-10,Audífonos,2,444.46,Cancún,Norma Vaca Baca,888.92
2025-01-28,Smartphone,1,379.93,Cancún,Camilo Gerardo Tovar Matías,379.93
2024-08-08,Impresora,10,1341.14,Cancún,Silvano Reséndez Rosales,13411.400000000001
2025-04-27,Teclado,3,863.32,Querétaro,Sandra Mauro Arteaga,2589.96
2025-07-17,Cámara,10,844.09,Cancún,Celia Santana Marroquín,8440.9
2025-04-04,Audífonos,10,466.52,Querétaro,Óscar Olvera,4665.2
2024-10-14,Monitor,6,449.04,Guadalajara,Conchita Luis Orta,2694.2400000000002
2025-03-14,Mouse,2,578.73,Ciudad de México,Silvano Mayte Echeverría,1157.46
2024-10-12,Audífonos,5,201.31,Querétaro,Mtro. Gonzalo Cadena,1006.55
2024-08-24,Audífonos,5,868.45,Guadalajara,Fidel Blanco Rubio,4342.25
2025-07-21,Smartphone,5,1448.16,Toluca,Paulina Horacio Girón,7240.8
2025-01-15,Mouse,6,1433.56,Querétaro,Claudia Bernabé Ledesma,8601.36
2024-12-03,Smartphone,4,390.19,Ciudad de México,Ing. Óliver Negrón,1560.76
2025-07-04,Monitor,3,1596.06,Querétaro,Maximiliano Córdova Ontiveros,4788.18
2025-01-25,Cámara,7,1035.35,Toluca,Lic. Georgina Gallardo,7247.449999999999
2025-02-26,Laptop,8,1244.17,Puebla,Marisol Esparza,9953.36
2024-09-29,Impresora,2,1468.63,Toluca,Teresa García,2937.26
2024-11-21,Tablet,2,252.31,Guadalajara,Mtro. Alonso Molina,504.62
2025-05-15,Audífonos,2,1193.93,Monterrey,Isabela Liliana Barragán Castillo,2387.86
2025-08-04,Tablet,1,1082.79,Cancún,Mariana Montalvo Aragón,1082.79
2025-08-03,Tablet,10,875.77,Toluca,Wilfrido Gerónimo Velásquez Anaya,8757.7
2025-04-14,Tablet,7,232.2,Guadalajara,Sr(a). José Osorio,1625.3999999999999
2024-12-22,Audífonos,2,753.87,Guadalajara,Dulce María Leonardo Velásquez,1507.74
2024-12-21,Smartphone,1,699.68,Guadalajara,Lic. Bernabé Arevalo,699.68
2025-02-19,Teclado,1,1230.24,Toluca,Salvador Carrera Rangel,1230.24
2025-02-25,Tablet,8,880.0,Ciudad de México,Gloria María Cristina Lara,7040.0
2025-05-10,Cámara,5,640.7,Ciudad de México,Cristal Serafín Castro,3203.5
2024-12-23,Laptop,7,327.9,Ciudad de México,Gabino Iván Zedillo Vázquez,2295.2999999999997
2024-08-06,Tablet,7,1562.8,Monterrey,Emiliano Ocasio,10939.6
2025-01-11,Cámara,6,260.12,Querétaro,Dr. Guillermina Madrid,1560.72
2024-08-14,Monitor,4,1123.39,Cancún,Esperanza Contreras,4493.56
2024-10-11,Mouse,10,1884.88,Ciudad de México,Helena Verónica Pérez,18848.800000000003
2025-02-27,Smartphone,4,1146.52,Puebla,Abigail Armendáriz Cantú,4586.08
2025-05-19,Laptop,2,186.07,Monterrey,Camila Godínez,372.14
2025-04-06,Tablet,1,1184.33,Guadalajara,Ing. Ramiro Cabán,1184.33
2025-04-01,Cámara,1,222.64,Toluca,Ing. Ana Niño,222.64
2025-02-02,Laptop,5,463.2,Puebla,Rafaél Aida Bernal Farías,2316.0
2024-08-13,Impresora,7,700.76,Querétaro,María Elena Pizarro,4905.32
2025-06-02,Smartphone,5,803.71,Cancún,Lic. Irene Arias,4018.55
2024-08-18,Smartphone,10,1628.7,Cancún,Ing. Soledad Jaime,16287.0
2025-02-14,Impresora,6,298.35,Ciudad de México,David María Teresa Villa,1790.1000000000001
2024-10-19,Tablet,10,586.95,Toluca,Úrsula del Río Chavarría,5869.5
2025-02-16,Laptop,7,1713.0,Cancún,Sr(a). Karina Serrato,11991.0
2025-07-21,Teclado,8,1643.29,Cancún,Felix Hilda Ojeda,13146.32
2024-09-04,Monitor,6,441.83,Cancún,José Carlos Wilfrido Mesa,2650.98
2024-09-04,Teclado,6,216.18,Monterrey,Gloria Arenas,1297.08
2025-06-05,Laptop,4,1794.5,Monterrey,Juana Cecilia Valladares Barrios,7178.0
2024-08-15,Audífonos,6,101.95,Querétaro,José Emilio Liliana Samaniego Pelayo,611.7
2025-03-01,Teclado,9,484.71,Guadalajara,Gregorio Sara Meza,4362.389999999999
2024-12-23,Teclado,8,1828.6,Querétaro,Luis Negrón Barrientos,14628.8
2025-03-12,Mouse,5,1786.44,Ciudad de México,Horacio Evelio Rodríguez,8932.2
2024-08-31,Tablet,1,1804.47,Cancún,Frida Mariana Ozuna Alfaro,1804.47
2024-11-28,Laptop,8,1626.4,Guadalajara,Santiago Pascual Carranza,13011.2
2024-08-20,Mouse,7,1670.64,Toluca,Emilio Sofía Sosa,11694.480000000001
2025-01-26,Smartphone,4,1834.58,Guadalajara,Zoé Galarza,7338.32
2025-05-12,Mouse,3,323.06,Querétaro,Marco Antonio Ortega,969.1800000000001
2024-09-21,Tablet,8,1951.77,Monterrey,Nadia Mata,15614.16
2024-12-11,Cámara,7,150.84,Ciudad de México,Guillermo Barela,1055.88
2025-07-14,Teclado,5,313.24,Guadalajara,Ing. Fernando Orellana,1566.2
2024-11-15,Tablet,7,593.66,Querétaro,Elvia Meza,4155.62
2025-07-23,Audífonos,4,680.02,Monterrey,Rodolfo Gurule,2720.08
2025-01-29,Tablet,8,382.98,Ciudad de México,Dr. Patricio Alonzo,3063.84
2024-10-26,Monitor,7,426.6,Monterrey,Alejandra Gilberto Arroyo,2986.2000000000003
2024-11-08,Impresora,6,491.15,Cancún,Ing. Jonás Sauceda,2946.8999999999996
2024-08-26,Teclado,10,830.78,Cancún,Alfonso Gaona,8307.8
2024-08-17,Impresora,10,852.65,Toluca,Francisca Oquendo Navarro,8526.5
2024-12-18,Cámara,5,1932.08,Querétaro,Aurelio Tafoya Sierra,9660.4
2025-03-09,Mouse,10,1319.81,Monterrey,Lic. Yolanda Brito,13198.099999999999
2025-05-26,Cámara,5,1203.44,Monterrey,Ricardo Collado Zaragoza,6017.200000000001
2024-12-25,Teclado,10,144.59,Querétaro,Sr(a). Evelio Segovia,1445.9
2025-05-20,Audífonos,7,1083.28,Monterrey,Lic. Dalia Ibarra,7582.96
2025-02-24,Laptop,2,919.85,Monterrey,Lorena Solorio Castro,1839.7
2024-10-18,Teclado,3,1348.56,Cancún,Lic. Rubén Irizarry,4045.68
2024-12-30,Audífonos,7,1766.37,Querétaro,Esther Serafín Escobar Alva,12364.59
2024-12-05,Tablet,8,1774.36,Ciudad de México,Evelio López Toro,14194.88
2024-11-03,Audífonos,5,1624.54,Monterrey,Ing. César Ybarra,8122.7
2024-12-06,Monitor,5,1838.21,Cancún,Claudio Razo,9191.05
2024-12-01,Impresora,1,605.92,Querétaro,Joaquín Bustos,605.92
2025-08-02,Impresora,2,1173.8,Puebla,Luisa Hernandes Ceja,2347.6
2024-10-10,Laptop,2,268.09,Ciudad de México,Esparta Ivonne Garza,536.18
2024-12-12,Teclado,10,503.57,Monterrey,René Sanabria Escobedo,5035.7
2024-11-11,Smartphone,6,1566.78,Ciudad de México,Agustín Alejandro Esquibel,9400.68
2024-11-11,Cámara,9,780.23,Toluca,Ing. Aurelio Estévez,7022.07
2025-03-31,Impresora,1,1881.27,Querétaro,Jaqueline Frida Hernández Pantoja,1881.27
2025-02-14,Smartphone,3,1734.36,Guadalajara,Adán Orozco Fajardo,5203.08
2025-02-18,Teclado,5,683.01,Querétaro,Patricio Margarita Corona,3415.05
2025-05-07,Smartphone,1,1937.05,Puebla,Jos Emilio Maldonado,1937.05
2025-02-09,Impresora,3,1576.31,Puebla,Estefanía Serrano,4728.93
2024-12-15,Laptop,8,896.93,Monterrey,César Chapa,7175.44
2024-12-25,Tablet,8,750.45,Toluca,Carla Homero Arredondo,6003.6
2024-08-06,Impresora,2,936.35,Toluca,Clemente Murillo Soliz,1872.7
2025-02-21,Monitor,9,909.03,Ciudad de México,Darío Victoria Fonseca Guardado,8181.2699999999995
2024-10-19,Teclado,10,1960.86,Ciudad de México,Guadalupe Palomino,19608.6
2024-09-21,Teclado,9,621.42,Cancún,Pedro Gustavo Mercado Rivas,5592.78
2024-09-01,Mouse,5,1263.14,Monterrey,Concepción Pablo Valdivia,6315.700000000001
2025-03-20,Monitor,2,1651.92,Ciudad de México,Dr. Mauro Madrigal,3303.84
2025-01-03,Cámara,1,1475.7,Guadalajara,Carlota Leonardo Chávez Armenta,1475.7
2025-07-15,Teclado,5,567.68,Puebla,Ilse Peña,2838.3999999999996
2024-08-21,Smartphone,3,570.79,Monterrey,Jesús Quiñónez,1712.37
2025-08-01,Teclado,7,1568.48,Toluca,Ilse Rosario Carvajal,10979.36
2024-08-16,Teclado,3,269.52,Ciudad de México,Timoteo Reséndez Garibay,808.56
2025-03-19,Monitor,8,794.32,Querétaro,Camila Meléndez Godínez,6354.56
2025-07-22,Mouse,10,482.18,Monterrey,Lourdes María Eugenia Gallardo,4821.8
2025-03-10,Teclado,8,1022.95,Monterrey,Oswaldo Cuellar,8183.6
2025-04-01,Monitor,3,1553.86,Toluca,Ramón Nancy Palomo,4661.58
2024-12-11,Mouse,7,1797.7,Toluca,Olivia Soledad Páez Robledo,12583.9
2025-07-02,Audífonos,6,105.41,Monterrey,Ramiro Martha Molina,632.46
2025-03-25,Smartphone,2,789.74,Cancún,Elsa Patiño,1579.48
2025-06-07,Audífonos,6,189.83,Monterrey,Renato Tania Pichardo,1138.98
2025-03-11,Tablet,7,1836.27,Guadalajara,Sr(a). Rafaél Lucio,12853.89
2025-07-15,Smartphone,5,978.5,Querétaro,Leticia Adame Carrera,4892.5
2025-07-19,Mouse,1,1115.37,Monterrey,Rubén Tejeda Salas,1115.37
2025-03-26,Impresora,7,1458.18,Puebla,Jorge Luis Curiel,10207.26
2025-02-24,Mouse,3,1541.81,Guadalajara,Susana Valencia Fonseca,4625.43
2024-08-21,Mouse,7,978.72,Toluca,Violeta Uriel Guevara,6851.04
2025-06-17,Teclado,8,622.4,Cancún,Adalberto Morales Zamora,4979.2
2025-06-29,Tablet,5,1133.82,Querétaro,María Luisa César Ontiveros Campos,5669.099999999999
2025-06-22,Cámara,7,984.48,Puebla,Diana Carrillo Perea,6891.360000000001
2024-09-29,Cámara,3,1868.95,Querétaro,Lic. Rosario Venegas,5606.85
2025-06-24,Cámara,6,1212.84,Cancún,Gabriel Covarrubias,7277.039999999999
2025-03-09,Audífonos,10,1472.58,Toluca,José Emilio Esparza,14725.8
2025-01-05,Cámara,6,345.04,Querétaro,Isabel Bustos Guzmán,2070.2400000000002
2024-11-12,Monitor,3,925.73,Puebla,Luz Solís,2777.19
2025-07-20,Impresora,7,929.83,Puebla,Mauro Almanza de la Garza,6508.81
2024-09-10,Monitor,2,791.26,Querétaro,Verónica Eugenio Barrios Ponce,1582.52
2025-03-22,Smartphone,10,1527.26,Puebla,Espartaco Pascual Paz Mojica,15272.6
2025-07-27,Tablet,8,158.79,Ciudad de México,Socorro Rocío Palomo Quezada,1270.32
2024-10-01,Impresora,5,1094.94,Guadalajara,Octavio Madrid,5474.700000000001
2024-09-25,Mouse,4,664.21,Cancún,Celia Hernandes,2656.84
2024-09-25,Mouse,9,1968.99,Ciudad de México,Amelia Horacio Zamora,17720.91
2025-06-28,Monitor,4,1064.07,Querétaro,Jacinto Andrés Ocasio,4256.28
2024-08-27,Smartphone,1,732.4,Cancún,José Emilio Granados Téllez,732.4
2025-05-06,Laptop,7,651.95,Cancún,Mtro. Ernesto Luevano,4563.650000000001
2024-12-26,Mouse,9,675.88,Puebla,Ing. Lucas Quintana,6082.92
2024-09-11,Audífonos,10,189.8,Cancún,Timoteo Lomeli Zepeda,1898.0
2025-04-30,Smartphone,4,1070.6,Guadalajara,Dr. René Matos,4282.4
2024-08-28,Laptop,8,1622.01,Cancún,Gustavo Abigail Iglesias Barajas,12976.08
2025-01-27,Impresora,3,1440.34,Cancún,Alma Guillermina Luna Vásquez,4321.0199999999995
2025-03-17,Tablet,1,1545.59,Guadalajara,Cornelio Prado Ávila,1545.59
2024-08-20,Tablet,7,762.7,Guadalajara,Ramiro Oquendo,5338.900000000001
2025-01-27,Laptop,2,1007.9,Ciudad de México,Sr(a). Bernardo Camacho,2015.8
2025-03-12,Monitor,7,1704.04,Cancún,Mtro. Débora Palomo,11928.279999999999
2024-08-06,Teclado,9,935.08,Toluca,Jacobo Rivero,8415.720000000001
2025-05-29,Tablet,5,790.27,Monterrey,Gustavo Hugo Arellano,3951.35
